country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1567,652,2021-05-24T00:00:00
NO,troms og finnmark,1773,732.1,2021-05-24T00:00:00
NO,møre og romsdal,1992,750.2,2021-05-24T00:00:00
NO,agder,4051,1311.7,2021-05-24T00:00:00
NO,trøndelag,4344,922.1,2021-05-24T00:00:00
NO,innlandet,5311,1433.1,2021-05-24T00:00:00
NO,rogaland,6472,1340.9,2021-05-24T00:00:00
NO,vestfold og telemark,7786,1845.5,2021-05-24T00:00:00
NO,vestland,9644,1509.7,2021-05-24T00:00:00
NO,oslo,35312,5066.2,2021-05-24T00:00:00
NO,viken,41913,3346.7,2021-05-24T00:00:00
