country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40886,17011.4,2022-11-07T00:00:00
NO,troms og finnmark,49441,20416,2022-11-07T00:00:00
NO,møre og romsdal,55746,20993.1,2022-11-07T00:00:00
NO,innlandet,80925,21836,2022-11-07T00:00:00
NO,agder,81118,26265.1,2022-11-07T00:00:00
NO,trøndelag,102665,21791.5,2022-11-07T00:00:00
NO,vestfold og telemark,104824,24846.8,2022-11-07T00:00:00
NO,rogaland,124264,25746.5,2022-11-07T00:00:00
NO,vestland,148320,23217.8,2022-11-07T00:00:00
NO,oslo,262474,37657.1,2022-11-07T00:00:00
NO,viken,392547,31344,2022-11-07T00:00:00
