country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,38370,15964.6,2022-04-03T00:00:00
NO,troms og finnmark,47069,19436.5,2022-04-03T00:00:00
NO,møre og romsdal,52046,19599.8,2022-04-03T00:00:00
NO,innlandet,77093,20802,2022-04-03T00:00:00
NO,agder,78467,25406.8,2022-04-03T00:00:00
NO,trøndelag,98713,20952.7,2022-04-03T00:00:00
NO,vestfold og telemark,100038,23712.3,2022-04-03T00:00:00
NO,rogaland,119636,24787.6,2022-04-03T00:00:00
NO,vestland,141278,22115.4,2022-04-03T00:00:00
NO,oslo,254004,36441.9,2022-04-03T00:00:00
NO,viken,378680,30236.7,2022-04-03T00:00:00
