country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1646,684.8,2021-06-21T00:00:00
NO,møre og romsdal,2094,788.6,2021-06-21T00:00:00
NO,troms og finnmark,2236,923.3,2021-06-21T00:00:00
NO,agder,4812,1558.1,2021-06-21T00:00:00
NO,trøndelag,5080,1078.3,2021-06-21T00:00:00
NO,innlandet,5733,1546.9,2021-06-21T00:00:00
NO,rogaland,7011,1452.6,2021-06-21T00:00:00
NO,vestfold og telemark,8570,2031.4,2021-06-21T00:00:00
NO,vestland,9887,1547.7,2021-06-21T00:00:00
NO,oslo,36805,5280.4,2021-06-21T00:00:00
NO,viken,43123,3443.3,2021-06-21T00:00:00
