country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40769,16962.7,2022-09-26T00:00:00
NO,troms og finnmark,49302,20358.6,2022-09-26T00:00:00
NO,møre og romsdal,55541,20915.9,2022-09-26T00:00:00
NO,innlandet,80586,21744.6,2022-09-26T00:00:00
NO,agder,81013,26231.1,2022-09-26T00:00:00
NO,trøndelag,102426,21740.8,2022-09-26T00:00:00
NO,vestfold og telemark,104542,24779.9,2022-09-26T00:00:00
NO,rogaland,124059,25704,2022-09-26T00:00:00
NO,vestland,147912,23153.9,2022-09-26T00:00:00
NO,oslo,261759,37554.6,2022-09-26T00:00:00
NO,viken,391786,31283.2,2022-09-26T00:00:00
