country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,125,51.8,2020-06-28T00:00:00
NO,møre og romsdal,150,56.6,2020-06-28T00:00:00
NO,troms og finnmark,253,104,2020-06-28T00:00:00
NO,vestfold og telemark,296,70.6,2020-06-28T00:00:00
NO,agder,346,112.6,2020-06-28T00:00:00
NO,rogaland,444,92.5,2020-06-28T00:00:00
NO,innlandet,515,138.7,2020-06-28T00:00:00
NO,trøndelag,537,114.6,2020-06-28T00:00:00
NO,vestland,889,139.7,2020-06-28T00:00:00
NO,viken,2415,194.6,2020-06-28T00:00:00
NO,oslo,2845,410.2,2020-06-28T00:00:00
