country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,313,129.7,2020-11-03T00:00:00
NO,møre og romsdal,453,170.8,2020-11-03T00:00:00
NO,troms og finnmark,567,233,2020-11-03T00:00:00
NO,vestfold og telemark,653,155.7,2020-11-03T00:00:00
NO,agder,663,215.8,2020-11-03T00:00:00
NO,trøndelag,922,196.7,2020-11-03T00:00:00
NO,rogaland,1096,228.4,2020-11-03T00:00:00
NO,innlandet,1171,315.3,2020-11-03T00:00:00
NO,vestland,3031,476.2,2020-11-03T00:00:00
NO,viken,5722,461,2020-11-03T00:00:00
NO,oslo,6595,951,2020-11-03T00:00:00
