country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,16733,6962.1,2022-02-03T00:00:00
NO,møre og romsdal,18317,6897.9,2022-02-03T00:00:00
NO,troms og finnmark,21859,9026.4,2022-02-03T00:00:00
NO,innlandet,37151,10024.5,2022-02-03T00:00:00
NO,agder,40757,13196.7,2022-02-03T00:00:00
NO,vestfold og telemark,51246,12147,2022-02-03T00:00:00
NO,trøndelag,53034,11256.9,2022-02-03T00:00:00
NO,rogaland,56704,11748.6,2022-02-03T00:00:00
NO,vestland,66177,10359.2,2022-02-03T00:00:00
NO,oslo,181920,26100.1,2022-02-03T00:00:00
NO,viken,245718,19620,2022-02-03T00:00:00
