country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,125,51.8,2020-06-24T00:00:00
NO,møre og romsdal,148,55.8,2020-06-24T00:00:00
NO,troms og finnmark,253,104,2020-06-24T00:00:00
NO,vestfold og telemark,296,70.6,2020-06-24T00:00:00
NO,agder,346,112.6,2020-06-24T00:00:00
NO,rogaland,443,92.3,2020-06-24T00:00:00
NO,innlandet,514,138.4,2020-06-24T00:00:00
NO,trøndelag,538,114.8,2020-06-24T00:00:00
NO,vestland,888,139.5,2020-06-24T00:00:00
NO,viken,2392,192.7,2020-06-24T00:00:00
NO,oslo,2832,408.4,2020-06-24T00:00:00
