country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,287,119,2020-10-29T00:00:00
NO,møre og romsdal,401,151.2,2020-10-29T00:00:00
NO,troms og finnmark,498,204.7,2020-10-29T00:00:00
NO,vestfold og telemark,596,142.1,2020-10-29T00:00:00
NO,agder,619,201.5,2020-10-29T00:00:00
NO,trøndelag,855,182.4,2020-10-29T00:00:00
NO,innlandet,978,263.3,2020-10-29T00:00:00
NO,rogaland,979,204,2020-10-29T00:00:00
NO,vestland,2634,413.8,2020-10-29T00:00:00
NO,viken,5090,410.1,2020-10-29T00:00:00
NO,oslo,6037,870.5,2020-10-29T00:00:00
