country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,128,53.1,2020-07-06T00:00:00
NO,møre og romsdal,159,59.9,2020-07-06T00:00:00
NO,troms og finnmark,255,104.8,2020-07-06T00:00:00
NO,vestfold og telemark,298,71.1,2020-07-06T00:00:00
NO,agder,349,113.6,2020-07-06T00:00:00
NO,rogaland,444,92.5,2020-07-06T00:00:00
NO,innlandet,514,138.4,2020-07-06T00:00:00
NO,trøndelag,539,115,2020-07-06T00:00:00
NO,vestland,893,140.3,2020-07-06T00:00:00
NO,viken,2464,198.5,2020-07-06T00:00:00
NO,oslo,2884,415.9,2020-07-06T00:00:00
