country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,9050,3765.4,2022-01-14T00:00:00
NO,møre og romsdal,10846,4084.4,2022-01-14T00:00:00
NO,troms og finnmark,14457,5969.8,2022-01-14T00:00:00
NO,innlandet,19330,5215.8,2022-01-14T00:00:00
NO,agder,22704,7351.3,2022-01-14T00:00:00
NO,trøndelag,26947,5719.7,2022-01-14T00:00:00
NO,vestfold og telemark,29468,6984.9,2022-01-14T00:00:00
NO,rogaland,31267,6478.3,2022-01-14T00:00:00
NO,vestland,38670,6053.3,2022-01-14T00:00:00
NO,oslo,117083,16797.9,2022-01-14T00:00:00
NO,viken,142821,11403.9,2022-01-14T00:00:00
