country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39489,16430.1,2022-05-17T00:00:00
NO,troms og finnmark,47930,19792,2022-05-17T00:00:00
NO,møre og romsdal,53573,20174.8,2022-05-17T00:00:00
NO,innlandet,78601,21208.9,2022-05-17T00:00:00
NO,agder,79608,25776.2,2022-05-17T00:00:00
NO,trøndelag,99881,21200.6,2022-05-17T00:00:00
NO,vestfold og telemark,102254,24237.6,2022-05-17T00:00:00
NO,rogaland,121731,25221.6,2022-05-17T00:00:00
NO,vestland,143883,22523.2,2022-05-17T00:00:00
NO,oslo,257833,36991.3,2022-05-17T00:00:00
NO,viken,384352,30689.6,2022-05-17T00:00:00
