country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2556,1063.5,2021-09-13T00:00:00
NO,troms og finnmark,3407,1406.9,2021-09-13T00:00:00
NO,møre og romsdal,3813,1435.9,2021-09-13T00:00:00
NO,agder,7272,2354.6,2021-09-13T00:00:00
NO,innlandet,7509,2026.2,2021-09-13T00:00:00
NO,trøndelag,7997,1697.4,2021-09-13T00:00:00
NO,rogaland,9961,2063.8,2021-09-13T00:00:00
NO,vestfold og telemark,10783,2555.9,2021-09-13T00:00:00
NO,vestland,14553,2278.1,2021-09-13T00:00:00
NO,oslo,48540,6964,2021-09-13T00:00:00
NO,viken,56442,4506.8,2021-09-13T00:00:00
