country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2904,1208.3,2021-09-28T00:00:00
NO,troms og finnmark,3873,1599.3,2021-09-28T00:00:00
NO,møre og romsdal,4069,1532.3,2021-09-28T00:00:00
NO,agder,7543,2442.3,2021-09-28T00:00:00
NO,innlandet,8002,2159.2,2021-09-28T00:00:00
NO,trøndelag,8765,1860.4,2021-09-28T00:00:00
NO,rogaland,10298,2133.7,2021-09-28T00:00:00
NO,vestfold og telemark,11178,2649.6,2021-09-28T00:00:00
NO,vestland,14981,2345.1,2021-09-28T00:00:00
NO,oslo,52085,7472.6,2021-09-28T00:00:00
NO,viken,60406,4823.3,2021-09-28T00:00:00
