country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3042,1265.7,2021-10-06T00:00:00
NO,troms og finnmark,4037,1667,2021-10-06T00:00:00
NO,møre og romsdal,4187,1576.8,2021-10-06T00:00:00
NO,agder,7629,2470.2,2021-10-06T00:00:00
NO,innlandet,8166,2203.4,2021-10-06T00:00:00
NO,trøndelag,9064,1923.9,2021-10-06T00:00:00
NO,rogaland,10428,2160.6,2021-10-06T00:00:00
NO,vestfold og telemark,11349,2690.1,2021-10-06T00:00:00
NO,vestland,15144,2370.6,2021-10-06T00:00:00
NO,oslo,53356,7655,2021-10-06T00:00:00
NO,viken,61602,4918.8,2021-10-06T00:00:00
