country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40856,16998.9,2022-10-25T00:00:00
NO,troms og finnmark,49388,20394.1,2022-10-25T00:00:00
NO,møre og romsdal,55670,20964.5,2022-10-25T00:00:00
NO,innlandet,80828,21809.9,2022-10-25T00:00:00
NO,agder,81097,26258.3,2022-10-25T00:00:00
NO,trøndelag,102587,21774.9,2022-10-25T00:00:00
NO,vestfold og telemark,104695,24816.2,2022-10-25T00:00:00
NO,rogaland,124205,25734.2,2022-10-25T00:00:00
NO,vestland,148191,23197.6,2022-10-25T00:00:00
NO,oslo,262159,37611.9,2022-10-25T00:00:00
NO,viken,392276,31322.3,2022-10-25T00:00:00
