country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,742,307.6,2021-01-08T00:00:00
NO,møre og romsdal,1001,377.4,2021-01-08T00:00:00
NO,troms og finnmark,1058,434.8,2021-01-08T00:00:00
NO,agder,1266,412.1,2021-01-08T00:00:00
NO,vestfold og telemark,2483,592,2021-01-08T00:00:00
NO,rogaland,2664,555.1,2021-01-08T00:00:00
NO,trøndelag,2802,597.8,2021-01-08T00:00:00
NO,innlandet,2902,781.4,2021-01-08T00:00:00
NO,vestland,5764,905.5,2021-01-08T00:00:00
NO,oslo,14653,2112.9,2021-01-08T00:00:00
NO,viken,17016,1371,2021-01-08T00:00:00
