country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,198,74.6,2020-09-20T00:00:00
NO,nordland,203,84.2,2020-09-20T00:00:00
NO,troms og finnmark,334,137.3,2020-09-20T00:00:00
NO,vestfold og telemark,391,93.2,2020-09-20T00:00:00
NO,agder,432,140.6,2020-09-20T00:00:00
NO,rogaland,598,124.6,2020-09-20T00:00:00
NO,innlandet,613,165.1,2020-09-20T00:00:00
NO,trøndelag,651,138.9,2020-09-20T00:00:00
NO,vestland,1607,252.5,2020-09-20T00:00:00
NO,viken,3629,292.4,2020-09-20T00:00:00
NO,oslo,3988,575.1,2020-09-20T00:00:00
