country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39807,16562.4,2022-06-19T00:00:00
NO,troms og finnmark,48289,19940.3,2022-06-19T00:00:00
NO,møre og romsdal,54103,20374.4,2022-06-19T00:00:00
NO,innlandet,79162,21360.3,2022-06-19T00:00:00
NO,agder,79882,25864.9,2022-06-19T00:00:00
NO,trøndelag,100543,21341.1,2022-06-19T00:00:00
NO,vestfold og telemark,102871,24383.8,2022-06-19T00:00:00
NO,rogaland,122420,25364.4,2022-06-19T00:00:00
NO,vestland,144869,22677.6,2022-06-19T00:00:00
NO,oslo,258739,37121.3,2022-06-19T00:00:00
NO,viken,386782,30883.7,2022-06-19T00:00:00
