country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,231,95.8,2020-10-17T00:00:00
NO,møre og romsdal,319,120.3,2020-10-17T00:00:00
NO,troms og finnmark,410,168.5,2020-10-17T00:00:00
NO,vestfold og telemark,511,121.8,2020-10-17T00:00:00
NO,agder,567,184.6,2020-10-17T00:00:00
NO,innlandet,748,201.4,2020-10-17T00:00:00
NO,trøndelag,759,161.9,2020-10-17T00:00:00
NO,rogaland,817,170.2,2020-10-17T00:00:00
NO,vestland,2166,340.3,2020-10-17T00:00:00
NO,viken,4369,352,2020-10-17T00:00:00
NO,oslo,5221,752.9,2020-10-17T00:00:00
