country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,188,77.9,2020-09-13T00:00:00
NO,møre og romsdal,193,72.8,2020-09-13T00:00:00
NO,troms og finnmark,329,135.2,2020-09-13T00:00:00
NO,vestfold og telemark,378,90.1,2020-09-13T00:00:00
NO,agder,424,138,2020-09-13T00:00:00
NO,rogaland,574,119.6,2020-09-13T00:00:00
NO,innlandet,601,161.8,2020-09-13T00:00:00
NO,trøndelag,638,136.1,2020-09-13T00:00:00
NO,vestland,1369,215.1,2020-09-13T00:00:00
NO,viken,3459,278.7,2020-09-13T00:00:00
NO,oslo,3712,535.3,2020-09-13T00:00:00
