country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,194,73.1,2020-09-14T00:00:00
NO,nordland,197,81.7,2020-09-14T00:00:00
NO,troms og finnmark,332,136.5,2020-09-14T00:00:00
NO,vestfold og telemark,383,91.3,2020-09-14T00:00:00
NO,agder,427,139,2020-09-14T00:00:00
NO,rogaland,578,120.4,2020-09-14T00:00:00
NO,innlandet,606,163.2,2020-09-14T00:00:00
NO,trøndelag,644,137.4,2020-09-14T00:00:00
NO,vestland,1472,231.3,2020-09-14T00:00:00
NO,viken,3532,284.6,2020-09-14T00:00:00
NO,oslo,3789,546.4,2020-09-14T00:00:00
