country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,122,50.6,2020-06-16T00:00:00
NO,møre og romsdal,147,55.4,2020-06-16T00:00:00
NO,troms og finnmark,252,103.6,2020-06-16T00:00:00
NO,vestfold og telemark,291,69.4,2020-06-16T00:00:00
NO,agder,343,111.6,2020-06-16T00:00:00
NO,rogaland,441,91.9,2020-06-16T00:00:00
NO,innlandet,512,137.9,2020-06-16T00:00:00
NO,trøndelag,535,114.1,2020-06-16T00:00:00
NO,vestland,884,138.9,2020-06-16T00:00:00
NO,viken,2340,188.5,2020-06-16T00:00:00
NO,oslo,2764,398.6,2020-06-16T00:00:00
