country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,544,225.5,2020-11-30T00:00:00
NO,møre og romsdal,653,246.2,2020-11-30T00:00:00
NO,troms og finnmark,852,350.2,2020-11-30T00:00:00
NO,agder,1042,339.2,2020-11-30T00:00:00
NO,vestfold og telemark,1219,290.7,2020-11-30T00:00:00
NO,trøndelag,1223,260.9,2020-11-30T00:00:00
NO,rogaland,1551,323.2,2020-11-30T00:00:00
NO,innlandet,1733,466.6,2020-11-30T00:00:00
NO,vestland,5097,800.7,2020-11-30T00:00:00
NO,oslo,10755,1550.8,2020-11-30T00:00:00
NO,viken,10757,866.7,2020-11-30T00:00:00
