country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3375,1404.2,2021-10-25T00:00:00
NO,møre og romsdal,4502,1695.4,2021-10-25T00:00:00
NO,troms og finnmark,4800,1982.1,2021-10-25T00:00:00
NO,agder,7859,2544.7,2021-10-25T00:00:00
NO,innlandet,8409,2269,2021-10-25T00:00:00
NO,trøndelag,9824,2085.2,2021-10-25T00:00:00
NO,rogaland,10836,2245.1,2021-10-25T00:00:00
NO,vestfold og telemark,11710,2775.7,2021-10-25T00:00:00
NO,vestland,15785,2471,2021-10-25T00:00:00
NO,oslo,55597,7976.5,2021-10-25T00:00:00
NO,viken,64047,5114,2021-10-25T00:00:00
