country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,185,76.7,2020-09-08T00:00:00
NO,møre og romsdal,190,71.6,2020-09-08T00:00:00
NO,troms og finnmark,327,134.4,2020-09-08T00:00:00
NO,vestfold og telemark,368,87.7,2020-09-08T00:00:00
NO,agder,420,136.7,2020-09-08T00:00:00
NO,rogaland,561,116.9,2020-09-08T00:00:00
NO,innlandet,595,160.2,2020-09-08T00:00:00
NO,trøndelag,633,135.1,2020-09-08T00:00:00
NO,vestland,1287,202.2,2020-09-08T00:00:00
NO,viken,3340,269.1,2020-09-08T00:00:00
NO,oslo,3612,520.8,2020-09-08T00:00:00
