country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,903,374.3,2021-01-27T00:00:00
NO,møre og romsdal,1175,443,2021-01-27T00:00:00
NO,troms og finnmark,1201,493.6,2021-01-27T00:00:00
NO,agder,1432,466.1,2021-01-27T00:00:00
NO,vestfold og telemark,2987,712.2,2021-01-27T00:00:00
NO,innlandet,3217,866.2,2021-01-27T00:00:00
NO,rogaland,3401,708.7,2021-01-27T00:00:00
NO,trøndelag,3409,727.3,2021-01-27T00:00:00
NO,vestland,6151,966.3,2021-01-27T00:00:00
NO,oslo,16747,2414.9,2021-01-27T00:00:00
NO,viken,19686,1586.1,2021-01-27T00:00:00
