country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1612,670.7,2021-06-10T00:00:00
NO,møre og romsdal,2072,780.3,2021-06-10T00:00:00
NO,troms og finnmark,2140,883.7,2021-06-10T00:00:00
NO,agder,4670,1512.1,2021-06-10T00:00:00
NO,trøndelag,4895,1039,2021-06-10T00:00:00
NO,innlandet,5632,1519.7,2021-06-10T00:00:00
NO,rogaland,6718,1391.9,2021-06-10T00:00:00
NO,vestfold og telemark,8333,1975.2,2021-06-10T00:00:00
NO,vestland,9816,1536.6,2021-06-10T00:00:00
NO,oslo,36451,5229.6,2021-06-10T00:00:00
NO,viken,42840,3420.7,2021-06-10T00:00:00
