country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40174,16715.1,2022-07-06T00:00:00
NO,troms og finnmark,48783,20144.3,2022-07-06T00:00:00
NO,møre og romsdal,54692,20596.2,2022-07-06T00:00:00
NO,innlandet,79713,21509,2022-07-06T00:00:00
NO,agder,80318,26006.1,2022-07-06T00:00:00
NO,trøndelag,101321,21506.2,2022-07-06T00:00:00
NO,vestfold og telemark,103773,24597.6,2022-07-06T00:00:00
NO,rogaland,123278,25542.2,2022-07-06T00:00:00
NO,vestland,146157,22879.2,2022-07-06T00:00:00
NO,oslo,259976,37298.7,2022-07-06T00:00:00
NO,viken,389437,31095.7,2022-07-06T00:00:00
