country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1599,665.3,2021-06-02T00:00:00
NO,troms og finnmark,2004,827.5,2021-06-02T00:00:00
NO,møre og romsdal,2052,772.8,2021-06-02T00:00:00
NO,agder,4510,1460.3,2021-06-02T00:00:00
NO,trøndelag,4718,1001.4,2021-06-02T00:00:00
NO,innlandet,5569,1502.7,2021-06-02T00:00:00
NO,rogaland,6597,1366.8,2021-06-02T00:00:00
NO,vestfold og telemark,8176,1938,2021-06-02T00:00:00
NO,vestland,9755,1527,2021-06-02T00:00:00
NO,oslo,35821,5139.2,2021-06-02T00:00:00
NO,viken,42492,3392.9,2021-06-02T00:00:00
