country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1695,705.2,2021-07-05T00:00:00
NO,møre og romsdal,2131,802.5,2021-07-05T00:00:00
NO,troms og finnmark,2368,977.8,2021-07-05T00:00:00
NO,agder,5163,1671.7,2021-07-05T00:00:00
NO,trøndelag,5345,1134.5,2021-07-05T00:00:00
NO,innlandet,5808,1567.2,2021-07-05T00:00:00
NO,rogaland,7562,1566.8,2021-07-05T00:00:00
NO,vestfold og telemark,8771,2079,2021-07-05T00:00:00
NO,vestland,9972,1561,2021-07-05T00:00:00
NO,oslo,37144,5329,2021-07-05T00:00:00
NO,viken,43592,3480.7,2021-07-05T00:00:00
