country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,17432,7252.9,2022-02-04T00:00:00
NO,møre og romsdal,19042,7170.9,2022-02-04T00:00:00
NO,troms og finnmark,22167,9153.6,2022-02-04T00:00:00
NO,innlandet,38597,10414.6,2022-02-04T00:00:00
NO,agder,42153,13648.7,2022-02-04T00:00:00
NO,vestfold og telemark,52874,12532.9,2022-02-04T00:00:00
NO,trøndelag,55401,11759.3,2022-02-04T00:00:00
NO,rogaland,58604,12142.3,2022-02-04T00:00:00
NO,vestland,68709,10755.6,2022-02-04T00:00:00
NO,oslo,185244,26577,2022-02-04T00:00:00
NO,viken,252412,20154.5,2022-02-04T00:00:00
