country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1210,501.6,2021-03-08T00:00:00
NO,møre og romsdal,1309,493.5,2021-03-08T00:00:00
NO,troms og finnmark,1368,562.2,2021-03-08T00:00:00
NO,agder,2304,749.9,2021-03-08T00:00:00
NO,innlandet,3519,947.5,2021-03-08T00:00:00
NO,trøndelag,3616,771.5,2021-03-08T00:00:00
NO,rogaland,3664,763.5,2021-03-08T00:00:00
NO,vestfold og telemark,3887,926.8,2021-03-08T00:00:00
NO,vestland,6940,1090.3,2021-03-08T00:00:00
NO,oslo,21091,3041.3,2021-03-08T00:00:00
NO,viken,24712,1991,2021-03-08T00:00:00
