country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2387,993.2,2021-09-02T00:00:00
NO,troms og finnmark,3180,1313.1,2021-09-02T00:00:00
NO,møre og romsdal,3359,1265,2021-09-02T00:00:00
NO,agder,6738,2181.7,2021-09-02T00:00:00
NO,trøndelag,6954,1476,2021-09-02T00:00:00
NO,innlandet,7115,1919.8,2021-09-02T00:00:00
NO,rogaland,9503,1968.9,2021-09-02T00:00:00
NO,vestfold og telemark,10191,2415.6,2021-09-02T00:00:00
NO,vestland,13935,2181.4,2021-09-02T00:00:00
NO,oslo,44130,6331.3,2021-09-02T00:00:00
NO,viken,51237,4091.2,2021-09-02T00:00:00
