country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,997,413.3,2021-02-13T00:00:00
NO,troms og finnmark,1221,501.8,2021-02-13T00:00:00
NO,møre og romsdal,1246,469.8,2021-02-13T00:00:00
NO,agder,1676,545.5,2021-02-13T00:00:00
NO,vestfold og telemark,3246,774,2021-02-13T00:00:00
NO,innlandet,3335,898,2021-02-13T00:00:00
NO,rogaland,3457,720.4,2021-02-13T00:00:00
NO,trøndelag,3522,751.4,2021-02-13T00:00:00
NO,vestland,6584,1034.4,2021-02-13T00:00:00
NO,oslo,17830,2571,2021-02-13T00:00:00
NO,viken,21520,1733.9,2021-02-13T00:00:00
