country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,216,89.5,2020-10-05T00:00:00
NO,møre og romsdal,249,93.9,2020-10-05T00:00:00
NO,troms og finnmark,346,142.2,2020-10-05T00:00:00
NO,vestfold og telemark,445,106.1,2020-10-05T00:00:00
NO,agder,509,165.7,2020-10-05T00:00:00
NO,trøndelag,699,149.1,2020-10-05T00:00:00
NO,innlandet,700,188.5,2020-10-05T00:00:00
NO,rogaland,734,153,2020-10-05T00:00:00
NO,vestland,1892,297.2,2020-10-05T00:00:00
NO,viken,3979,320.6,2020-10-05T00:00:00
NO,oslo,4687,675.9,2020-10-05T00:00:00
