country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,7141,2971.1,2021-12-29T00:00:00
NO,møre og romsdal,8547,3218.7,2021-12-29T00:00:00
NO,troms og finnmark,12397,5119.2,2021-12-29T00:00:00
NO,innlandet,15031,4055.8,2021-12-29T00:00:00
NO,agder,16606,5376.8,2021-12-29T00:00:00
NO,trøndelag,21295,4520,2021-12-29T00:00:00
NO,vestfold og telemark,23257,5512.7,2021-12-29T00:00:00
NO,rogaland,23276,4822.6,2021-12-29T00:00:00
NO,vestland,32305,5057,2021-12-29T00:00:00
NO,oslo,94279,13526.2,2021-12-29T00:00:00
NO,viken,117076,9348.3,2021-12-29T00:00:00
