country,nuts_3,cases,cases/100k pop.,datetime
NO,møre og romsdal,201,75.8,2020-09-22T00:00:00
NO,nordland,207,85.8,2020-09-22T00:00:00
NO,troms og finnmark,335,137.7,2020-09-22T00:00:00
NO,vestfold og telemark,398,94.9,2020-09-22T00:00:00
NO,agder,442,143.9,2020-09-22T00:00:00
NO,rogaland,623,129.8,2020-09-22T00:00:00
NO,innlandet,626,168.6,2020-09-22T00:00:00
NO,trøndelag,658,140.4,2020-09-22T00:00:00
NO,vestland,1686,264.9,2020-09-22T00:00:00
NO,viken,3707,298.7,2020-09-22T00:00:00
NO,oslo,4116,593.5,2020-09-22T00:00:00
