country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1722,716.5,2021-07-14T00:00:00
NO,møre og romsdal,2141,806.3,2021-07-14T00:00:00
NO,troms og finnmark,2429,1003,2021-07-14T00:00:00
NO,agder,5285,1711.2,2021-07-14T00:00:00
NO,trøndelag,5473,1161.7,2021-07-14T00:00:00
NO,innlandet,5883,1587.4,2021-07-14T00:00:00
NO,rogaland,7760,1607.8,2021-07-14T00:00:00
NO,vestfold og telemark,8891,2107.5,2021-07-14T00:00:00
NO,vestland,10067,1575.9,2021-07-14T00:00:00
NO,oslo,37415,5367.9,2021-07-14T00:00:00
NO,viken,44039,3516.4,2021-07-14T00:00:00
