country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,150,62.2,2020-08-20T00:00:00
NO,møre og romsdal,170,64.1,2020-08-20T00:00:00
NO,troms og finnmark,318,130.7,2020-08-20T00:00:00
NO,vestfold og telemark,348,83,2020-08-20T00:00:00
NO,agder,380,123.7,2020-08-20T00:00:00
NO,rogaland,511,106.5,2020-08-20T00:00:00
NO,innlandet,552,148.6,2020-08-20T00:00:00
NO,trøndelag,610,130.1,2020-08-20T00:00:00
NO,vestland,972,152.7,2020-08-20T00:00:00
NO,viken,2884,232.4,2020-08-20T00:00:00
NO,oslo,3265,470.8,2020-08-20T00:00:00
