country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1603,667,2021-06-06T00:00:00
NO,møre og romsdal,2059,775.4,2021-06-06T00:00:00
NO,troms og finnmark,2062,851.5,2021-06-06T00:00:00
NO,agder,4567,1478.7,2021-06-06T00:00:00
NO,trøndelag,4789,1016.5,2021-06-06T00:00:00
NO,innlandet,5587,1507.5,2021-06-06T00:00:00
NO,rogaland,6637,1375.1,2021-06-06T00:00:00
NO,vestfold og telemark,8221,1948.6,2021-06-06T00:00:00
NO,vestland,9771,1529.5,2021-06-06T00:00:00
NO,oslo,36046,5171.5,2021-06-06T00:00:00
NO,viken,42581,3400,2021-06-06T00:00:00
