country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40473,16839.5,2022-08-02T00:00:00
NO,troms og finnmark,49073,20264,2022-08-02T00:00:00
NO,møre og romsdal,55130,20761.2,2022-08-02T00:00:00
NO,innlandet,80161,21629.9,2022-08-02T00:00:00
NO,agder,80717,26135.3,2022-08-02T00:00:00
NO,trøndelag,101900,21629.1,2022-08-02T00:00:00
NO,vestfold og telemark,104208,24700.7,2022-08-02T00:00:00
NO,rogaland,123732,25636.2,2022-08-02T00:00:00
NO,vestland,147124,23030.6,2022-08-02T00:00:00
NO,oslo,260897,37430.9,2022-08-02T00:00:00
NO,viken,390735,31199.3,2022-08-02T00:00:00
