country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1354,563.4,2021-03-24T00:00:00
NO,møre og romsdal,1369,515.5,2021-03-24T00:00:00
NO,troms og finnmark,1465,605,2021-03-24T00:00:00
NO,agder,2528,818.5,2021-03-24T00:00:00
NO,trøndelag,3681,781.3,2021-03-24T00:00:00
NO,innlandet,3808,1027.5,2021-03-24T00:00:00
NO,rogaland,4512,934.8,2021-03-24T00:00:00
NO,vestfold og telemark,5008,1187.1,2021-03-24T00:00:00
NO,vestland,7444,1165.3,2021-03-24T00:00:00
NO,oslo,26155,3752.5,2021-03-24T00:00:00
NO,viken,30310,2420.2,2021-03-24T00:00:00
