country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40380,16800.8,2022-07-25T00:00:00
NO,troms og finnmark,48989,20229.3,2022-07-25T00:00:00
NO,møre og romsdal,54996,20710.7,2022-07-25T00:00:00
NO,innlandet,80015,21590.5,2022-07-25T00:00:00
NO,agder,80575,26089.3,2022-07-25T00:00:00
NO,trøndelag,101729,21592.8,2022-07-25T00:00:00
NO,vestfold og telemark,104067,24667.3,2022-07-25T00:00:00
NO,rogaland,123593,25607.4,2022-07-25T00:00:00
NO,vestland,146852,22988,2022-07-25T00:00:00
NO,oslo,260638,37393.7,2022-07-25T00:00:00
NO,viken,390348,31168.4,2022-07-25T00:00:00
