country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2024,842.1,2021-08-11T00:00:00
NO,møre og romsdal,2645,996.1,2021-08-11T00:00:00
NO,troms og finnmark,2834,1170.3,2021-08-11T00:00:00
NO,agder,5715,1850.5,2021-08-11T00:00:00
NO,trøndelag,5879,1247.9,2021-08-11T00:00:00
NO,innlandet,6222,1678.9,2021-08-11T00:00:00
NO,rogaland,8343,1728.6,2021-08-11T00:00:00
NO,vestfold og telemark,9262,2195.4,2021-08-11T00:00:00
NO,vestland,11777,1843.6,2021-08-11T00:00:00
NO,oslo,38828,5570.7,2021-08-11T00:00:00
NO,viken,45800,3657,2021-08-11T00:00:00
