country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,4884,2032.1,2021-11-23T00:00:00
NO,møre og romsdal,5775,2174.8,2021-11-23T00:00:00
NO,troms og finnmark,8414,3474.4,2021-11-23T00:00:00
NO,agder,9041,2927.4,2021-11-23T00:00:00
NO,innlandet,9981,2693.2,2021-11-23T00:00:00
NO,vestfold og telemark,13587,3220.6,2021-11-23T00:00:00
NO,rogaland,13675,2833.3,2021-11-23T00:00:00
NO,trøndelag,14712,3122.7,2021-11-23T00:00:00
NO,vestland,19367,3031.7,2021-11-23T00:00:00
NO,oslo,64003,9182.5,2021-11-23T00:00:00
NO,viken,74989,5987.7,2021-11-23T00:00:00
