country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1041,431.5,2021-02-24T00:00:00
NO,troms og finnmark,1227,504.3,2021-02-24T00:00:00
NO,møre og romsdal,1268,478.1,2021-02-24T00:00:00
NO,agder,1940,631.4,2021-02-24T00:00:00
NO,innlandet,3388,912.3,2021-02-24T00:00:00
NO,vestfold og telemark,3405,811.9,2021-02-24T00:00:00
NO,rogaland,3500,729.3,2021-02-24T00:00:00
NO,trøndelag,3552,757.8,2021-02-24T00:00:00
NO,vestland,6734,1057.9,2021-02-24T00:00:00
NO,oslo,18924,2728.8,2021-02-24T00:00:00
NO,viken,22561,1817.7,2021-02-24T00:00:00
