country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,9306,3871.9,2022-01-17T00:00:00
NO,møre og romsdal,11019,4149.6,2022-01-17T00:00:00
NO,troms og finnmark,14673,6059,2022-01-17T00:00:00
NO,innlandet,19930,5377.7,2022-01-17T00:00:00
NO,agder,23351,7560.8,2022-01-17T00:00:00
NO,trøndelag,27825,5906.1,2022-01-17T00:00:00
NO,vestfold og telemark,30230,7165.5,2022-01-17T00:00:00
NO,rogaland,31879,6605.1,2022-01-17T00:00:00
NO,vestland,39519,6186.2,2022-01-17T00:00:00
NO,oslo,119205,17102.3,2022-01-17T00:00:00
NO,viken,146979,11735.9,2022-01-17T00:00:00
