country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,31559,13130.7,2022-02-28T00:00:00
NO,troms og finnmark,39168,16173.9,2022-02-28T00:00:00
NO,møre og romsdal,40651,15308.6,2022-02-28T00:00:00
NO,innlandet,67415,18190.6,2022-02-28T00:00:00
NO,agder,68026,22026.1,2022-02-28T00:00:00
NO,vestfold og telemark,82898,19649.6,2022-02-28T00:00:00
NO,trøndelag,89059,18903.5,2022-02-28T00:00:00
NO,rogaland,103122,21366,2022-02-28T00:00:00
NO,vestland,121070,18952.1,2022-02-28T00:00:00
NO,oslo,227793,32681.5,2022-02-28T00:00:00
NO,viken,342572,27353.6,2022-02-28T00:00:00
