country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3215,1337.7,2021-10-15T00:00:00
NO,troms og finnmark,4299,1775.2,2021-10-15T00:00:00
NO,møre og romsdal,4328,1629.9,2021-10-15T00:00:00
NO,agder,7713,2497.4,2021-10-15T00:00:00
NO,innlandet,8254,2227.2,2021-10-15T00:00:00
NO,trøndelag,9402,1995.7,2021-10-15T00:00:00
NO,rogaland,10567,2189.4,2021-10-15T00:00:00
NO,vestfold og telemark,11510,2728.3,2021-10-15T00:00:00
NO,vestland,15400,2410.7,2021-10-15T00:00:00
NO,oslo,54452,7812.2,2021-10-15T00:00:00
NO,viken,62551,4994.6,2021-10-15T00:00:00
