country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2073,862.5,2021-08-16T00:00:00
NO,møre og romsdal,2774,1044.6,2021-08-16T00:00:00
NO,troms og finnmark,2889,1193,2021-08-16T00:00:00
NO,agder,5801,1878.3,2021-08-16T00:00:00
NO,trøndelag,5983,1269.9,2021-08-16T00:00:00
NO,innlandet,6301,1700.2,2021-08-16T00:00:00
NO,rogaland,8520,1765.3,2021-08-16T00:00:00
NO,vestfold og telemark,9396,2227.2,2021-08-16T00:00:00
NO,vestland,12251,1917.8,2021-08-16T00:00:00
NO,oslo,39339,5644,2021-08-16T00:00:00
NO,viken,46414,3706.1,2021-08-16T00:00:00
