country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2512,1045.2,2021-09-12T00:00:00
NO,troms og finnmark,3347,1382.1,2021-09-12T00:00:00
NO,møre og romsdal,3734,1406.2,2021-09-12T00:00:00
NO,agder,7185,2326.4,2021-09-12T00:00:00
NO,innlandet,7421,2002.4,2021-09-12T00:00:00
NO,trøndelag,7813,1658.4,2021-09-12T00:00:00
NO,rogaland,9902,2051.6,2021-09-12T00:00:00
NO,vestfold og telemark,10630,2519.7,2021-09-12T00:00:00
NO,vestland,14433,2259.3,2021-09-12T00:00:00
NO,oslo,47659,6837.6,2021-09-12T00:00:00
NO,viken,55425,4425.6,2021-09-12T00:00:00
