country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40822,16984.8,2022-10-08T00:00:00
NO,troms og finnmark,49342,20375.1,2022-10-08T00:00:00
NO,møre og romsdal,55585,20932.5,2022-10-08T00:00:00
NO,innlandet,80669,21767,2022-10-08T00:00:00
NO,agder,81056,26245.1,2022-10-08T00:00:00
NO,trøndelag,102498,21756.1,2022-10-08T00:00:00
NO,vestfold og telemark,104617,24797.7,2022-10-08T00:00:00
NO,rogaland,124125,25717.7,2022-10-08T00:00:00
NO,vestland,148020,23170.8,2022-10-08T00:00:00
NO,oslo,261942,37580.8,2022-10-08T00:00:00
NO,viken,392000,31300.3,2022-10-08T00:00:00
