country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39754,16540.4,2022-06-14T00:00:00
NO,troms og finnmark,48237,19918.8,2022-06-14T00:00:00
NO,møre og romsdal,54006,20337.9,2022-06-14T00:00:00
NO,innlandet,79093,21341.7,2022-06-14T00:00:00
NO,agder,79835,25849.7,2022-06-14T00:00:00
NO,trøndelag,100388,21308.2,2022-06-14T00:00:00
NO,vestfold og telemark,102754,24356.1,2022-06-14T00:00:00
NO,rogaland,122328,25345.3,2022-06-14T00:00:00
NO,vestland,144717,22653.8,2022-06-14T00:00:00
NO,oslo,258588,37099.6,2022-06-14T00:00:00
NO,viken,386331,30847.6,2022-06-14T00:00:00
