country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,40807,16978.5,2022-10-04T00:00:00
NO,troms og finnmark,49333,20371.4,2022-10-04T00:00:00
NO,møre og romsdal,55566,20925.3,2022-10-04T00:00:00
NO,innlandet,80640,21759.1,2022-10-04T00:00:00
NO,agder,81038,26239.2,2022-10-04T00:00:00
NO,trøndelag,102476,21751.4,2022-10-04T00:00:00
NO,vestfold og telemark,104594,24792.2,2022-10-04T00:00:00
NO,rogaland,124098,25712.1,2022-10-04T00:00:00
NO,vestland,147983,23165,2022-10-04T00:00:00
NO,oslo,261876,37571.3,2022-10-04T00:00:00
NO,viken,391913,31293.4,2022-10-04T00:00:00
