country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39459,16417.6,2022-05-13T00:00:00
NO,troms og finnmark,47900,19779.7,2022-05-13T00:00:00
NO,møre og romsdal,53506,20149.6,2022-05-13T00:00:00
NO,innlandet,78546,21194.1,2022-05-13T00:00:00
NO,agder,79579,25766.8,2022-05-13T00:00:00
NO,trøndelag,99832,21190.2,2022-05-13T00:00:00
NO,vestfold og telemark,102200,24224.8,2022-05-13T00:00:00
NO,rogaland,121653,25205.5,2022-05-13T00:00:00
NO,vestland,143746,22501.8,2022-05-13T00:00:00
NO,oslo,257774,36982.8,2022-05-13T00:00:00
NO,viken,384188,30676.5,2022-05-13T00:00:00
