country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,2052,853.8,2021-08-15T00:00:00
NO,møre og romsdal,2692,1013.8,2021-08-15T00:00:00
NO,troms og finnmark,2863,1182.2,2021-08-15T00:00:00
NO,agder,5763,1866,2021-08-15T00:00:00
NO,trøndelag,5930,1258.7,2021-08-15T00:00:00
NO,innlandet,6254,1687.5,2021-08-15T00:00:00
NO,rogaland,8425,1745.6,2021-08-15T00:00:00
NO,vestfold og telemark,9321,2209.4,2021-08-15T00:00:00
NO,vestland,12018,1881.3,2021-08-15T00:00:00
NO,oslo,39095,5609,2021-08-15T00:00:00
NO,viken,46089,3680.1,2021-08-15T00:00:00
