country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,935,387.6,2021-02-01T00:00:00
NO,møre og romsdal,1204,453.9,2021-02-01T00:00:00
NO,troms og finnmark,1211,497.7,2021-02-01T00:00:00
NO,agder,1487,484,2021-02-01T00:00:00
NO,vestfold og telemark,3062,730.1,2021-02-01T00:00:00
NO,innlandet,3245,873.8,2021-02-01T00:00:00
NO,rogaland,3435,715.8,2021-02-01T00:00:00
NO,trøndelag,3462,738.6,2021-02-01T00:00:00
NO,vestland,6253,982.4,2021-02-01T00:00:00
NO,oslo,17164,2475,2021-02-01T00:00:00
NO,viken,20263,1632.6,2021-02-01T00:00:00
