country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,1510,628.3,2021-05-10T00:00:00
NO,troms og finnmark,1574,650,2021-05-10T00:00:00
NO,møre og romsdal,1897,714.4,2021-05-10T00:00:00
NO,agder,3500,1133.3,2021-05-10T00:00:00
NO,trøndelag,4037,856.9,2021-05-10T00:00:00
NO,innlandet,4783,1290.6,2021-05-10T00:00:00
NO,rogaland,6218,1288.3,2021-05-10T00:00:00
NO,vestfold og telemark,6763,1603.1,2021-05-10T00:00:00
NO,vestland,9283,1453.1,2021-05-10T00:00:00
NO,oslo,34276,4917.6,2021-05-10T00:00:00
NO,viken,40508,3234.5,2021-05-10T00:00:00
