country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39065,16253.7,2022-04-16T00:00:00
NO,troms og finnmark,47600,19655.8,2022-04-16T00:00:00
NO,møre og romsdal,52795,19881.8,2022-04-16T00:00:00
NO,innlandet,77842,21004.1,2022-04-16T00:00:00
NO,agder,79125,25619.8,2022-04-16T00:00:00
NO,trøndelag,99362,21090.4,2022-04-16T00:00:00
NO,vestfold og telemark,101273,24005.1,2022-04-16T00:00:00
NO,rogaland,120751,25018.6,2022-04-16T00:00:00
NO,vestland,142688,22336.1,2022-04-16T00:00:00
NO,oslo,256008,36729.5,2022-04-16T00:00:00
NO,viken,381557,30466.5,2022-04-16T00:00:00
