country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,225,93.3,2020-10-13T00:00:00
NO,møre og romsdal,303,114.2,2020-10-13T00:00:00
NO,troms og finnmark,398,163.6,2020-10-13T00:00:00
NO,vestfold og telemark,488,116.4,2020-10-13T00:00:00
NO,agder,554,180.3,2020-10-13T00:00:00
NO,trøndelag,731,156,2020-10-13T00:00:00
NO,innlandet,732,197.1,2020-10-13T00:00:00
NO,rogaland,796,165.9,2020-10-13T00:00:00
NO,vestland,2035,319.7,2020-10-13T00:00:00
NO,viken,4256,342.9,2020-10-13T00:00:00
NO,oslo,5111,737,2020-10-13T00:00:00
