country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,39711,16522.5,2022-06-11T00:00:00
NO,troms og finnmark,48182,19896.1,2022-06-11T00:00:00
NO,møre og romsdal,53945,20314.9,2022-06-11T00:00:00
NO,innlandet,79022,21322.5,2022-06-11T00:00:00
NO,agder,79805,25840,2022-06-11T00:00:00
NO,trøndelag,100270,21283.1,2022-06-11T00:00:00
NO,vestfold og telemark,102671,24336.4,2022-06-11T00:00:00
NO,rogaland,122213,25321.5,2022-06-11T00:00:00
NO,vestland,144574,22631.4,2022-06-11T00:00:00
NO,oslo,258451,37080,2022-06-11T00:00:00
NO,viken,386024,30823.1,2022-06-11T00:00:00
