country,nuts_3,cases,cases/100k pop.,datetime
NO,nordland,3398,1413.8,2021-10-26T00:00:00
NO,møre og romsdal,4525,1704,2021-10-26T00:00:00
NO,troms og finnmark,4857,2005.6,2021-10-26T00:00:00
NO,agder,7895,2556.3,2021-10-26T00:00:00
NO,innlandet,8426,2273.6,2021-10-26T00:00:00
NO,trøndelag,9915,2104.5,2021-10-26T00:00:00
NO,rogaland,10875,2253.2,2021-10-26T00:00:00
NO,vestfold og telemark,11738,2782.3,2021-10-26T00:00:00
NO,vestland,15850,2481.1,2021-10-26T00:00:00
NO,oslo,55880,8017.1,2021-10-26T00:00:00
NO,viken,64262,5131.2,2021-10-26T00:00:00
